entity,ids
"Integrated Circuits ( ASICs ) , Field",112
ASIC .,112
( ASIC ) ;,112
"Specific Integrated Circuit ( ASIC ) ,",112
"( ASICs ) ,",112
( Application Specific Integrated Circuit ) .,112
"( e . g . , an ASIC ) and",112
Integrated Circuit ( ASIC ) ;,112
ASICS,112
Specific Integrated Circuit ( ASIC ) .,112
Specific Integrated Circuits ( ASICs ) in,112
Integrated Circuits ( ASICs ) with,112
( ASICs ) may,112
( ASICs ) adapted,112
"Integrated Circuit ( ASIC ) ,",112
Specific Integrated Circuits ( ASICs ) such,112
( ASIC ) .,112
Printed Circuit Board ( PCB ) .,113
Printed Circuit Board ( PCB ) in,113
"Print Circuit Board ( PCB ) ,",113
"Printed Circuit Boards ( PCB ) ,",113
PCB,113
PCBs,113
Printed Circuit Board ( PCB ) :,113
"Printed Circuit Boards ( PCBs ) ,",113
PCB ( Printed Circuit Board ) .,113
Printed Circuit Board ( PCB ) is,113
PCB ( Printed - Circuit Board ) .,113
PCB ( Printed Circuit Board ) and,113
"Printed Circuit Board ( PCB ) ,",113
"PCB ( Printed Circuit Board ) ,",113
Printed Circuit Board ( PCB ) and,113
Printed Circuit Board ( PCB ) used,113
Printed Circuit Board ( PCB ) or,113
PCBs .,113
Printed Circuit Board ( PCB ) that,113
Printed Circuit Board ( PCB ) (,113
PCB .,113
Printed Circuit Board ( PCB ) with,113
( PCB ),113
Printed Circuit Board,113
SiO2,117
Silicon - SiO2,117
SiO2 .,117
Silicon Dioxide ( SiO2 ) is,117
"( SiO2 ) ,",117
Silicon Dioxide,117
LDMOS,118
( LDMOS ) is,118
LDMOS .,118
( LDMOS ) .,118
( LDMOS ) with,118
"( LDMOS ) ,",118
LDMOSs,118
"( e . g . , ITO ) .",120
Indium Tin Oxide ( ITO ) or,120
"( e . g . , ITO ) and",120
Indium - Tin Oxide,120
( Indium Tin Oxide ) .,120
"( ITO ) ,",120
"ITO ( Indium Tin Oxide ) ,",120
"( e . g . , ITO ) ,",120
"Indium Tin Oxide ( ITO ) ,",120
ITOs,120
( Indium - Tin - Oxide ) having,120
"( such as ITO ) ,",120
Indium Tin Oxide ( ITO ) .,120
Indium Tin Oxide,120
"( also referred to as ITO ) ,",120
ITO,120
"( Indium Tin Oxide ) ,",120
Indium Tin,120
ITO .,120
( Indium Tin Oxide ) or,120
( Indium Tin Oxide ) and,120
( Atomic Layer Deposition ) process,123
"Deposition ( ALD ) ,",123
"( ALD ) ,",123
Atomic Layer Deposition,123
ALD,123
Deposition ( ALD ) or,123
( ALD ) may,123
( ALD ) .,123
ALD ( Atomic Layer Deposition ) method,123
"Atomic Layer Deposition ( ALD ) ,",123
Deposition ( ALD ) .,123
( Atomic Layer Deposition ) method,123
"( Atomic Layer Deposition ) ,",123
( Atomic Layer Deposition ) or,123
Atomic Layer Deposition ( ALD ) process,123
ALD .,123
( IMDs ) .,124
"( IMDs ) ,",124
Inter - Metal Dielectric ( IMD ) or,124
( IMD ) .,124
( IMDs ) may,124
IMD,124
Dielectric ( IMD ) .,124
"( e . g . , IMD ) may",124
( IMDs ) can,124
"Dielectrics ( IMDs ) ,",124
IMDs,124
IMD .,124
Inter - Metal Dielectrics ( IMD ) and,124
( IMDs ) for,124
"( IMD ) ,",124
"Through Silicon Vias ( TSVs ) ,",127
Vias ( TSV ) that,127
TSVs .,127
TSV .,127
( Through Silicon Via ) for,127
Through - Silicon Via,127
TSV,127
Vias ( TSVs ) allow,127
TSVs,127
( RIE ) at,128
"( e . g . , RIE ) ,",128
( RIE ) may,128
"( e . g . , RIE ) or",128
( RIE ) .,128
"Reactive Ion Etching ( RIE ) ,",128
( RIE ) in,128
Reactive Ion Etching ( RIE ) etc,128
( such as RIE ) is,128
Ion Etch ( RIE ) is,128
RIE ( Reactive Ion Etching ) is,128
"( e . g . , RIE ) with",128
"( RIE ) ,",128
"( e . g . , RIE ) .",128
( RIE ) and,128
( RIE ) is,128
( RIE ) into,128
"( e . g . , an RIE ) is",128
"RIE ( Reactive Ion Etching ) ,",128
Ion Etch ( RIE ) .,128
"( e . g . , RIE ) and",128
RIE,128
"( e . g . , RIE ) that",128
"( e . g . , RIE ) can",128
RIE .,128
"( e . g . , RIE ) the",128
"( e . g . , RIE ) to",128
( ECU ) such,129
ECU ( Electronic Control Unit ) in,129
( ECU ) is,129
( ECU ) .,129
ECU,129
ECU .,129
( ECU ) via,129
"ECU ( Electronic Control Unit ) ,",129
( ECU ) or,129
ECUs,129
"( hereinafter , referred to as an ECU ) ,",129
( ECU ) that,129
( ECU ) may,129
ECU ( Electronic Control Unit ) .,129
Electronic Control Unit,129
ECUs .,129
( ECU ) for,129
"( ECU ) ,",129
"Electronic Control Unit ( ECU ) ,",129
"( ECUs ) ,",129
( ECU ) in,129
( ECU ) (,129
( ECU ) to,129
ECU ( Electronic Control Unit ) that,129
( ECU ) of,129
Electronic Control Unit ( ECU ) of,129
( ECU ) and,129
Magnetic Tunnel Junction ( MTJ ) which,130
"Magnetic Tunnel Junction ( MTJ ) ,",130
( MTJ ) .,130
"( MTJ ) ,",130
Junction ( MTJ ) and,130
Magnetic Tunnel Junction ( MTJ ) .,130
MTJs,130
MTJ,130
Magnetic Tunnel Junctions ( MTJs ) as,130
Magnetic Tunnel Junction,130
"Magnetic Tunnel Junctions ( MTJs ) ,",130
MTJ ( Magnetic Tunnel Junction ),130
( MTJ ) of,130
Magnetic Tunnel Junction ( MTJ ) in,130
MTJ .,130
NFET .,132
NFETs .,132
NFETs,132
"( e . g . , NFET ) may",132
( NFET ) .,132
"FET ( NFET ) ,",132
( NFET ) and,132
"( NFET ) ,",132
"( e . g . , NFET ) .",132
"( e . g . , NFET ) and",132
"( e . g . , an NFET ) may",132
"( e . g . , NFET ) ,",132
( NFET ) or,132
NFET,132
NFETS,132
( FOUPs ) which,133
( FOUPS ) having,133
FOUPS,133
"( FOUP ) ,",133
FOUP,133
FOUP .,133
( FOUP ) having,133
( FOUP ) is,133
( FOUP ) that,133
( FOUP ) to,133
FOUPs .,133
( FOUP ) and,133
( FOUP ) .,133
( FOUPs ) .,133
( FOUP ) or,133
"( FOUPs ) ,",133
FOUPs,133
( FOUP ) may,133
( FOUP ) can,133
( LCD ) may,139
Liquid Crystal Display ( LCD ) .,139
Liquid Crystal Display ( LCD ) based,139
( LCD ) panel,139
( LCDs ) and,139
TFT - LCD .,139
"LCD ( Liquid Crystal Display ) ,",139
( LCD ) panels,139
( LCD ) in,139
( LCD ) or,139
"( LCD ) ,",139
( LCD ) can,139
( TFT - LCD ) and,139
( TFT - LCD ) is,139
( LCD ) has,139
( LCD ) that,139
( LCD ) device,139
"Liquid Crystal Display ( LCD ) ,",139
( TFT - LCD ) device,139
( LCD ) is,139
"( TFT - LCDs ) ,",139
( TFT - LCD ) panel,139
Liquid Crystal Display,139
( LCD ) are,139
( TFT - LCD ) has,139
( LCD ) devices,139
"( LCDs ) ,",139
"Liquid Crystal Display Device ( LCD ) ,",139
LCDs,139
( LCDs ) typically,139
TFT - LCD,139
Thin Film Transistor Liquid Crystal Display ( TFT - LCD ) has,139
LCD ( Liquid Crystal Display ) display,139
LCD ( Liquid Crystal Display ) or,139
LCDs .,139
( LCDs ) .,139
LCD,139
TFT - LCDs,139
( LCD ) ;,139
Liquid Crystal Display ( LCD ) is,139
Liquid Crystal Display ( LCD ) panel,139
LCD .,139
"( TFT - LCD ) ,",139
( TFT - LCD ) .,139
"Crystal Displays ( LCDs ) ,",139
( LCD ) .,139
( LCD ) will,139
Liquid Crystal,139
( TFT - LCD ) devices,139
( LCD ) which,139
( LCD ) and,139
( LCDs ) to,139
Liquid Crystal Display ( LCD ) device,139
( TFT - LCD ) technology,139
Crystal Display ( LCD ) device,139
( LCD ) as,139
"Crystal Display ( LCD ) ,",139
"( e . g . , UV ) having",140
Ultraviolet,140
UV,140
( UV ) can,140
( UV ),140
ULTRAVIOLET,140
Ultra Violet ( UV ),140
perovskites,142
Perovskite,142
perovskite .,142
perovskite,142
Perovskite .,142
Perovskites,142
RDL .,146
"( e . g . , to the RDL ) ,",146
RDL,146
RDLs,146
Lines ( RDLs ) .,146
Lines ( RDL ) .,146
Lines ( RDLs ) and,146
"( referred to as an NMOSFET ) ,",148
( NMOSFET ) .,148
NMOSFETs,148
( NMOSFET ) will,148
NMOSFET .,148
NMOSFETs .,148
( NMOSFET ) may,148
NMOSFET,148
"( LTE ) , LTE",151
"LTE ( Long Term Evolution ) ,",151
( LTE ) .,151
Evolution ( LTE ) and,151
( LTE ) ;,151
( LTE ) or,151
Term Evolution ( LTE ) and,151
Evolution ( LTE ) .,151
Evolution ( LTE ) or,151
Long - Term Evolution ( LTE ) wireless,151
"Term Evolution ( LTE ) ,",151
Term Evolution ( LTE ) (,151
"Evolution ( LTE ) , LTE",151
Long Term Evolution ( LTE ) or,151
LTE™,151
Long Term Evolution ( LTE ) .,151
LTE ( Long Term Evolution ) and,151
Long Term Evolution,151
"Evolution ( LTE ) ,",151
LTE .,151
"Long - Term Evolution ( LTE ) ,",151
4G LTE,151
LTE,151
( LTE ),151
"( LTE ) ,",151
( LTE ) / LTE,151
Term Evolution ( LTE ) is,151
( TEOS ) to,156
"( TEOS ) ,",156
"TEOS ( Tetraethoxysilane ) ,",156
"TEOS ( tetraethylorthosilicate ) ,",156
( TEOS ) in,156
( TEOS ) .,156
TEOS .,156
TEOS ( Tetraethyl Orthosilicate ) .,156
"TetraEthylOrthoSilicate ( TEOS ) ,",156
TEOS ( tetraethylorthosilicate ) .,156
( TEOS ) with,156
TEOS ( Tetra Ethyl Ortho Silicate ) .,156
( TEOS ) or,156
( TEOS ) is,156
"( e . g . , TEOS ) ,",156
TEOS,156
"TEOS ( Tetraethlyorthosilicate ) ,",156
( TEOS ),156
TEOS ( Tetra - Ethyl - Ortho - Silicate ) .,156
( TEOS ) (,156
DBI,157
“ Direct Bond Interconnect ( DBI® ) ”,157
DBI®,157
BEOL,160
BEOL .,160
Japanese Unexamined Patent Application,162
Japanese Unexamined Patent Publication ( Kokai ) No .,162
Japanese Unexamined Patent,162
Japanese Unexamined Patent Publication ( Kokai ) Nos .,162
( Kokai ) No .,162
( Kokai ) No,162
Japanese Unexamined Patent Publication No .,162
Japanese Unexamined Patent Application No .,162
Japanese Unexamined Patent Publication ( KOKAI ) No .,162
Japanese Unexamined Patent Publication ( KOKAI ) Gazette,162
Hall Effect ( SHE ) around,163
"( SHE ) ,",163
spin - Hall effect,163
Hall Effect .,163
"Spin Hall Effect ( SHE ) ,",163
Spin Hall,163
Spin Hall Effect,163
Spin Hall Effect ( SHE ) to,163
SHE,163
“ Spin Hall Effect,163
Hall Effect,163
Spin Hall Effect ( SHE ) around,163
PFETs,168
"( e . g . , PFET ) may",168
PFET .,168
PFET,168
"( PFET ) ,",168
"( e . g . , PFET ) .",168
( PFET ) can,168
"( e . g . , PFET ) ,",168
MIM ( Metal Insulator Metal ) di,169
( MIM ) .,169
MIM .,169
( MIM ) or,169
MIM,169
"( SRAM ) ,",173
SRAM .,173
Access Memory ( SRAM ) .,173
"RAM ( SRAM ) ,",173
"( e . g . , SRAM ) wherein",173
SRAM,173
"Access Memory ( SRAM ) ,",173
"( e . g . , SRAM ) ,",173
SRAM ( Static Random Access Memory ) .,173
"SRAM ( Static Random Access Memory ) ,",173
Access Memory ( SRAM ) is,173
( SRAM ) .,173
SAW .,174
SAWs,174
SAW,174
ESCs,179
ESC,179
( ESC ) with,179
( ESC ) is,179
( ESC ) that,179
( or called ESC ) on,179
ESC .,179
"( e . g . , an electrostatic chuck or ESC ) .",179
( ESC ) having,179
( ESC ) on,179
( ESC ) in,179
( ESC ) .,179
"( ESC ) ,",179
Gaussian .,180
Gaussian,180
Gaussians,180
( Gaussian ) or,180
Ball Grid Array ( BGA ) (,181
( BGA ) or,181
( BGA ) which,181
Ball Grid Array ( BGA ) .,181
( BGA ) and,181
( BGA ) .,181
Grid Array ( BGA ) as,181
BGA .,181
( BGA ) are,181
"( BGAs ) ,",181
BGA,181
"Ball Grid Array ( BGA ) ,",181
"Ball - Grid - Array ( BGA ) ,",181
"( BGA ) ,",181
"BGA ( Ball Grid Array ) ,",181
( BGA ) in,181
( BGA ) with,181
( BGA ),181
BGAs,181
( BGA ) having,181
( BGA ) (,181
( BGA ) of,181
( JFET ) in,184
( JFET ) .,184
"JFET ( Junction Field Effect Transistor ) ,",184
"( JFET ) ,",184
JFET,184
JFETs,184
( or JFET ) and,184
( JFET ) with,184
( JFET ) is,184
JFET .,184
Controller Unit ( MCU ) .,186
MCU ( Microcontroller Unit ) .,186
( MCU ) in,186
( MCU ) wherein,186
Micro Controller Unit ( MCU ) or,186
"( MCU ) ,",186
"Microcontroller Unit ( MCU ) ,",186
MCU,186
"Control Unit ( MCU ) ,",186
MCU .,186
( ECC ) that,187
ECC,187
"( ECC ) ,",187
( ECC ) for,187
ECC .,187
( ECC ) to,187
( ECC ) .,187
LNAs,188
LNA,188
LNA .,188
CMUT .,189
CMUTs .,189
CMUTs,189
( including a CMUT ) or,189
( CMUTs ) are,189
( CMUT ) .,189
CMUT,189
AMOLEDs,191
AMOLED,191
"( AMOLED ) ,",191
AMOLED .,191
Doherty Amplifier 100,192
Doherty ”,192
Doherty Amplifier,192
Doherty,192
Doherty PA,192
Doherty Power Amplifier ( PA ) for,192
( MISFET ) .,196
MISFETs .,196
( MISFET ) in,196
( MISFET ) and,196
( MISFET ) as,196
"( MISFET ) ,",196
MISFET,196
MISFET .,196
"MISFET ( Metal Insulator Semiconductor Field Effect Transistor ) ,",196
( MISFET ) according,196
( MISFET ) is,196
MISFETs,196
MISFET ( Metal Insulator Semiconductor Field Effect Transistor ) is,196
( ELVDD ) and,197
ELVDD,197
( ELVDD ) .,197
ELVDD .,197
( BMS ) and,199
"Battery Management System ( BMS ) ,",199
BMS,199
BMS ( Battery Management System ) .,199
( BMS ) including,199
( BMS ) .,199
"( BMS ) ,",199
( BMS ) to,199
BMS .,199
"( CDMA ) ,",201
( CDMA ) is,201
"Access ( CDMA ) ,",201
CDMA,201
CDMA .,201
( RFIC ) are,203
( RFIC : Radio Frequency Integrated Circuit ) .,203
"( RFIC : Radio Frequency Integrated Circuit ) ,",203
( RFIC ) includes,203
RFICs,203
( RFIC ) .,203
RFIC,203
( RFIC ) and,203
"( RFIC ) ,",203
( RFIC ) is,203
"( for example , an RFIC ) via",203
RFIC .,203
( RFIC ) having,203
( RFIC ) may,203
"( e . g . , RFIC ) there",203
"( for example , an RFIC ) ,",203
WIMAX ( Worldwide Interoperability for Microwave Access ) protocol,204
"Access ( WIMAX ) ,",204
WiMax®,204
802 . 16 ( WiMAX ) .,204
WiMax,204
WIMAX,204
"( e . g . , WiMAX ) ,",204
( WiMAX ) ( IEEE 802 . 16,204
IEEE 802 . 16,204
WiMax ( IEEE 802 . 16 ) network,204
"Access ( WiMAX ) ,",204
"Microwave Access ( WiMAX ) ,",204
"( WiMAX ) ,",204
"( for instance , WiMAX ) ,",204
Worldwide Interoperability for Microwave Access ( WIMAX ) .,204
Worldwide Interoperability,204
Microwave Access ( WIMAX ) network IEEE 802 . 16,204
WiMAX,204
WIMAX®,204
"( such as WiMax ) ,",204
"( WIMAX ) ,",204
Worldwide Interoperability for Microwave Access ( WiMAX ) network,204
WiMax .,204
"( for instance , WiMax ) ,",204
"802 . 16 ( WiMax ) ,",204
Mobile WiMAX,204
"( WiMax ) ,",204
"Worldwide Interoperability for Microwave Access ( WiMAX ) ,",204
( LCP ) or,206
LCP,206
LCPs,206
LCP .,206
DBR,207
"( DBRs ) ,",207
DBRs,207
DBR .,207
( DBR ) .,207
DBRs .,207
Reflector ( DBR ) .,207
( DBR ) which,207
Distributed Bragg Reflector ( DBR ) (,207
"( DBR ) ,",207
( DBR ) having,207
"Distributed Bragg Reflectors ( DBRs ) ,",207
"Reflector ( DBR ) ,",207
( DBR ) that,207
Distributed Bragg Reflector ( DBR ) do,207
( DBR ) in,207
Distributed Bragg Reflector ( DBR ) and,207
"( FBAR ) ,",209
( FBAR ) or,209
( FBAR ) is,209
FBAR .,209
Film Bulk Acoustic Resonator ( FBAR ) in,209
( FBAR ) The,209
( FBAR ) has,209
( FBARs ) and,209
( FBAR ) Having,209
FBARs,209
Bulk Acoustic Resonators ( FBARs ) in,209
FBAR,209
( FBAR ) o,209
Acoustic Resonator ( FBAR ) is,209
( FBAR ) .,209
Silicon ( Si ) (,210
"( Silicon ) ,",210
Silicon ( Si ),210
Silicon ( Si ) for,210
"Silicon ( Si ) ,",210
Silicon ( Si ) and,210
Silicon ( Si ) is,210
Silicon ( Si ) wa,210
Silicon,210
Silicon ( Si ) .,210
Silicon ( Si ) or,210
Silicon .,210
"( Si ) ,",210
"Silicon ( Si ) , Silicon",210
Silicon ( Si ) based,210
( Si ) .,210
Silicon — Si,210
Silicon ( Si ) such,210
"General Packet Radio Service ( GPRS ) ,",213
"( GPRS ) ,",213
GPRS,213
GPRS ( General Packet Radio Service ) has,213
GPRS .,213
"Silicon ( LTPS ) ,",215
LTPS .,215
Silicon ( LTPS ) or,215
LTPS,215
( CMC ) according,218
( CMC ) ;,218
( CMC ) (,218
( CMC ) as,218
( CMC ) can,218
( CMC ) and,218
CMCs,218
( CMC ) .,218
"Matrix Composite ( CMC ) ,",218
( CMC ) so,218
( CMC ) were,218
( CMC ) is,218
"( CMC ) ,",218
( CMC ) may,218
( CMC ) are,218
CMC,218
( CMC ) or,218
CMC .,218
SAMs .,220
SAM .,220
"( e . g . , the SAM ) .",220
SAMs,220
SAM,220
PCI Express .,225
"( PCIe ) ,",225
Peripheral Component Interconnect ( PCI ) Express ( PCIe ),225
PCIe®,225
PCIe,225
"PCI Express ( PCIe ) ,",225
Peripheral Component Interconnect Express ( PCIe ) or,225
PCI Express,225
Peripheral Component Interconnect ( PCI ) Express ( PCIe ) architecture,225
"Peripheral Component Interconnect Express ( PCIe ) ,",225
PCIe .,225
"( e . g . , PCIe ) and",225
Peripheral Component Interconnect Express ( PCIe ),225
( PWM ),226
PWM,226
PWMs,226
PWM .,226
DUT,231
DUT .,231
( DUT ) in,231
DUTs,231
( DUT ) to,231
( DUT ) .,231
( DUT ) over,231
( DUT ) with,231
DUTs .,231
"( DUT ) ,",231
( DUTs ) .,231
( DUT ) may,231
( or DUTs ) including,231
( DUT ) is,231
( DUT ) and,231
( DUT ) (,231
( DUT ) ;,231
FPCB,232
Flexible Printed Circuit Board ( FPCB ) (,232
FPCB .,232
FPCB ( Flexible Printed Circuit Board ) .,232
Flexible Printed Circuit Board ( FPCB ) .,232
"( e . g . , an FPCB ) .",232
( EBL ) may,234
( EBL ) at,234
( EBL ) for,234
( EBL ) can,234
( EBL ) (,234
( EBL ) is,234
EBL,234
( EBL ) and,234
( EBL ) .,234
( EBL ) to,234
EBLs,234
( EBL ) are,234
( EBL ) +,234
"( EBL ) ,",234
( PLL ) or,238
"( PLL ) ,",238
( PLLs ) are,238
"( PLLs ) ,",238
( PLL ) based,238
( PLL ) is,238
PLL,238
PLL .,238
( PLL ) and,238
( PLL ) for,238
( PLL ) .,238
( PLL ) to,238
PLLs,238
"( PET ) ,",239
PET .,239
PET,239
"( e . g . , YAG ) .",240
"( such as YAG ) ,",240
( YAG ),240
"( e . g . , YAG ) ,",240
YAG .,240
"( YAG ) ,",240
YAG,240
YAG ( Yttrium Aluminum Garnet ) or,240
EHF,242
( EHF ) or,242
HPED,243
HPEDs,243
HPED .,243
( HPED ) in,243
"GST ( Germanium - Antimony - Tellurium ) ,",247
GST .,247
GST,247
DMX,248
"( DMX ) ,",248
"( e . g . , DMX ) .",248
DMX™,248
Joules ( J ) .,249
Joule,249
Joules,249
( Rayleigh ) .,250
Rayleigh,250
PMMA .,252
"( e . g . , PMMA ) that",252
PMMA after,252
MethAcrylate ( PMMA ) .,252
"( e . g . , PMMA ) ,",252
PMMA to,252
PMMA,252
"( e . g . , PMMA ) .",252
IDT .,254
IDT ( Interdigital Transducer ) electro,254
IDTs,254
IDT,254
InterDigital Transducer ( IDT ) electro,254
( IDT ) electro,254
BANDWIDTH,254
IDT ( InterDigital Transducer ) electro,254
Inter Digital Transducer ( IDT ) electro,254
ACC NMOSFET,256
ACC NMOSFETs,256
ACC NMOSFET .,256
( SCR ),258
"Rectifiers ( SCRs ) ,",258
SCR .,258
"Silicon Controlled Rectifier ( SCR ) ,",258
SCRs,258
SCR,258
PFCs,259
( PFC ),259
( PFC ) .,259
( PFC ) so,259
PFC,259
PFC .,259
"( EDGE ) ,",260
EDGE .,260
EDGE,260
GSM Evolution ( EDGE ) .,260
"GSM Evolution ( EDGE ) ,",260
"( e . g . , SiCN ) ,",265
SiCN,265
SiCN .,265
( SiCN ) .,265
"( SiCN ) ,",265
( SiCN ) or,265
( InP ) .,274
InP,274
"( e . g . , InP ) may",274
"( e . g . , InP ) .",274
InP .,274
( InP ) is,274
( InP ),274
( InP ) based,274
"( InP ) ,",274
( NIR ) .,275
NIR .,275
NIR,275
( SSL ) .,276
"( SSL ) ,",276
SSL .,276
SSL,276
LiCoO2,278
LiCoO2 .,278
( NVM ) and,279
NVM .,279
NVM,279
( LGA ) is,280
"( LGA ) ,",280
LGA .,280
( LGA ) of,280
( LGA ) or,280
LGAs,280
( LGA ) with,280
LGA,280
( LGA ) .,280
( BSI ) and,281
BSI,281
( BSI ) .,281
"( BSI ) ,",281
( HKMG ) is,283
HKMGs,283
HKMGs .,283
( HKMGs ) in,283
( HKMG ) and,283
( HKMG ) .,283
( HKMG ) have,283
HKMG,283
( HKMGs ) are,283
HKMG .,283
"( HKMG ) ,",283
( EIL ) to,284
( EIL ) and,284
( EIL ) .,284
"( EIL ) ,",284
EIL,284
( EIL ) that,284
( EIL ) may,284
( EIL ) is,284
"( for example , the electron injection layer EIL ) .",284
EIL .,284
( EIL ) for,284
( EIL ) or,284
"( Polydimethylsiloxane , PDMS ) are",285
PDMS .,285
"( e . g . , PDMS ) .",285
"( e . g . , PDMS ) and",285
PDMS,285
"( e . g . , InGaN ) with",287
InGaN,287
InGaN .,287
CNR,289
CNR .,289
SPAD,290
SPAD .,290
SPADs,290
SGD,291
SGD .,291
Bayer Material Science,292
Bayer Corp .,292
Bayer AG,292
"( Bayer Material Science AG of Leverkusen , Germany ) .",292
Bayer,292
Bayer .,292
"( PIC ) ,",293
Peripheral Interface Controller ( PIC ) or,293
( PIC ) .,293
PIC .,293
PIC,293
BLUETOOTH®,296
"( e . g . , BLUETOOTH ) ,",296
BLUETOOTH .,296
BLUETOOTH® .,296
"( e . g . , BLUETOOTH ) .",296
BLUETOOTH™,296
BLUETOOTH,296
"( AlGaAs ) ,",298
"( e . g . , AlGaAs ) than",298
"Gallium Arsenide ( AlGaAs ) ,",298
Arsenide ( AlGaAs ) .,298
AlGaAs .,298
"( e . g . , AlGaAs ) ,",298
AlGaAs,298
"People ' s Republic of China ( CN ) ,",300
Republic of China,300
China,300
People ' s Republic China,300
China .,300
People ' s Republic of China .,300
People ' s Republic of China,300
The People ' s Republic of China,300
Indium .,301
Indium ( In ) in,301
Indium ( In ) and,301
Indium,301
"Indium ( In ) ,",301
Indium ( In ) or,301
Indium ( In ) ;,301
( CSP ) or,302
"( CSP ) ,",302
CSPs,302
CSP .,302
( CSP ) and,302
( CSP ) light,302
( CSP ) .,302
CSP,302
( XRD ) was,303
( XRD ) and,303
XRD .,303
( XRD ) to,303
XRD,303
( XRD ) wherein,303
( XRD ) will,303
( XRD ) of,303
( XRD ) is,303
XRD ( X - Ray Diffraction ) .,303
"( XRD ) ,",303
( XRD ) s,303
Diffraction ( XRD ) .,303
( XRD ) can,303
( XRD ) shows,303
( XRD ) .,303
( XRD ) in,303
Republic of Korea .,305
Korea,305
South Korea,305
Korean .,305
Korean,305
South Korean,305
Korea .,305
Republic of Korea,305
ELVSS,310
ELVSS .,310
ELVSSL .,310
2DEG,311
2DEG .,311
BLE Bluetooth,312
"Energy ( BLE ) ,",312
"( e . g . , BLE ) .",312
"Bluetooth Low Energy ( BLE ) ,",312
"Energy ( BLE ) , Bluetooth",312
BLE,312
"Bluetooth ( or BLE ) ,",312
"( e . g . , the BLE ) .",312
BT Low Energy ( BLE ) protocol,312
Energy ( BLE ) (,312
Energy ( BLE ) .,312
"( e . g . , the BLE ) ,",312
BLE .,312
( TCP ) .,315
TCP .,315
TCP,315
"Internet Protocol ( TCP / IP ) ,",315
Internet Protocol ( TCP / IP ) and,315
"Internet protocol ( TCP / IP ) ,",315
( TCP ) is,315
TCP / IP,315
Internet Protocol ( TCP / IP ) .,315
( TCP ) or,315
( TCP / IP ) and,315
"( TCP / IP ) ,",315
Transmission Control Protocol ( TCP ) .,315
( TCP ) and,315
( TCP ) etc,315
( TCP ) using,315
"( e . g . , TCP / IP ) and",315
"( e . g . , TCP / IP ) .",315
"( TCP ) ,",315
"( PLC ) ,",316
( PLC ) .,316
PLC,316
PLCs,316
PLC .,316
FWD,318
FWDs,318
FWD ( Free Wheel Diode ) .,318
FWD .,318
( DSA ) of,319
( DSA ) .,319
( DSA ) is,319
"( DSA ) ,",319
DSA,319
( DSA ) could,319
DSA .,319
( DSA ) has,319
BTE,320
BTE .,320
( RSSI ) and,322
( RSSI ) for,322
( RSSI ) is,322
RSSI,322
( RSSI ) at,322
"( RSSI ) ,",322
( RSSI ) .,322
RSSI .,322
( RSSI ) of,322
RSSIs,322
silicon,325
Si ( silicon ) .,325
Si ( silicon ) through,325
Japan .,328
Japan,328
( TDMA ) .,330
TDMA,330
"( TDMA ) ,",330
"Access ( TDMA ) ,",330
TDMA .,330
Power Management Integrated Circuit ( PMIC ) .,332
( PMIC ) .,332
( PMIC ) and,332
PMIC,332
PMICs,332
( PMIC ) that,332
Power Management Integrated Circuit ( PMIC ) (,332
"Power Management Integrated Circuit ( PMIC ) ,",332
PMIC .,332
"( PMIC ) ,",332
Fuel Cell .,333
Fuel Cells,333
Fuel Cell,333
UPS .,334
UPS,334
Flash,335
Flash .,335
Flash®,335
MLC .,337
MLCs,337
"( MLC ) ,",337
MLC,337
( MLC ) .,337
English .,338
English,338
LSPs,339
LSP .,339
"( LSP ) ,",339
LSP,339
DATA,340
( DATA ) or,340
( DATA ) in,340
( DATA ) are,340
( DATA ) as,340
"( DATA ) ,",340
( DATA ) is,340
( DATA ) into,340
( DATA ) to,340
DATA .,340
MOSFET 100,342
( MOSFET 100 ) where,342
MOSFET 100 .,342
GAA FETs,343
GAA FETs .,343
GAA FET .,343
"( GAA FET ) ,",343
GAA FET,343
Hamiltonian .,344
Hamiltonians .,344
Hamiltonian,344
Hamiltonians,344
"Local - Area Network ( LAN ) ,",346
"LAN ( Local Area Network ) ,",346
"( LAN ) ,",346
Local Area Network ( LAN ) or,346
LANs,346
LAN,346
Local Area Network LAN,346
LANs .,346
( LAN ) or,346
"Local Area Networks ( LANs ) ,",346
LAN .,346
"Local Area Network ( LAN ) ,",346
