entity,ids
MOM,698
DFE,699
( DFE ) .,699
"( DFE ) ,",699
XML .,701
( XML ) format,701
XML,701
eXtensible Markup Language ( XML ) objects,701
eXtensible Markup Language ( XML ) file,701
"( XML ) ,",701
"Solid State Disk ( SSD ) ,",702
"Solid State Disks ( SSDs ) ,",702
State Drive ( SSD ) .,702
Solid State Drive ( SSD ) .,702
"State Disks ( SSDs ) ,",702
SSD,702
SSD .,702
SSD ( Solid - State Drive ) storage,702
State Disk ( SSD ) equipped,702
"State Drive ( SSD ) ,",702
"Solid State Drive ( SSD ) ,",702
"SSD ( Solid State Drive ) ,",702
"( e . g . , WLAN ) ,",704
"Wireless Local Area Network ( WLAN ) ,",704
IEEE 802 . 11 WLAN,704
( WLAN ),704
"LAN ( WLAN ) ,",704
Wireless Local Area Network ( WLAN ) are,704
WLAN,704
"Wireless Area Networks ( WLAN ) ,",704
Wireless Local Area Network ( WLAN ) ;,704
WLAN IEEE,704
Wireless LAN ( WLAN ) networks,704
Wireless Local Area Network ( WLAN ) and,704
"Wireless LAN ( WLAN ) ,",704
Wireless LAN ( WLAN ) module,704
WLAN .,704
"Neodymium - Iron - Boron ( NdFeB ) ,",705
NdFeB .,705
NdFeB,705
VHP .,706
"( e . g . , by a VHP ) via",706
VHP,706
DGTFTs,708
DGTFT .,708
( DGTFT ) in,708
( for DGTFT ) .,708
DGTFT,708
VTFET .,712
( VTFETs ) having,712
VTFET,712
( VTFET ) having,712
"( VTFET ) ,",712
( VTFET ) with,712
VTFETs,712
Chip On Board ( COB ) technology,715
( COB ),715
COB,715
"( NBL ) ,",717
NBL,717
NBLs,717
NBL .,717
Kevlar ( aramid ) fiber,718
Kevlar,718
Kevlar®,718
"Kevlar® ( from the E . I . du Pont de Nemours and Company of Wilmington , Del . ) .",718
"( Kevlar® , manufactured by Du Pont K . K . )",718
Kevlar .,718
Kevlar® .,718
ANSI .,719
American National Standards Institute ( ANSI ) .,719
American National Standard Institute ( ANSI ) standards,719
American National Standards Institute ( ANSI ) is,719
ANSI,719
American National Standard Institute ( ANSI ) .,719
DCI,722
DCI ( Digital Cinema Initiatives ),722
RSOFC,724
Reversible Solid Oxide Fuel Cell ( RSOFC ) unit,724
Reversible Solid Oxide Fuel Cell ( RSOFC ) system,724
NiSi,725
"( NiSi ) ,",725
NiSi .,725
VLSI Tech .,727
"Integration ( VLSI ) ,",727
( VLSI ) and,727
VLSI Technology,727
VLSI,727
( VLSI ) .,727
"( VLSI ) ,",727
( VLSI ) technology,727
ASTM,728
ASTM International,728
International Association for Testing Materials ( ASTM ) has,728
ASTM Standard,728
BECM .,729
BECM,729
"Battery Energy Control Module ( BECM ) ,",729
Python®,731
"Python ( Python Software Foundation , Beaverton , Oreg . ) .",731
Python® .,731
Python™,731
Python,731
Python .,731
Electrolyte,732
Electrolyte —,732
Electrolytes,732
EMIB,734
EMIB ( Embedded Multi - Die Interconnect Bridge ) suffers,734
EMIB ( Embedded Multi - Die Interconnect Bridge ) and,734
Embedded Multi - Die Interconnect Bridge ( EMIB ) silicon,734
( IMT ) material,735
( IMT ) materials,735
International Mobile Telecommunications - Advanced ( IMT - A ) standard,736
International Mobile Telecommunications Advanced ( IMT - Advanced ) specification,736
"BCB ( BenzoCycloButene ) ,",740
"BenzoCycloButene ( BCB ) ,",740
"BCB ( Benzocyclobutene ) ,",740
BCB .,740
BCB,740
( BCB ),740
LiBOB,741
"( LiBOB ) ,",741
Kovar,745
Kovar ( trademark ) as,745
( Kovar ) and,745
( an alloy such as Kovar ) as,745
"( e . g . , Kovar® ) ,",745
Kovar®,745
Kovar® .,745
Kovar .,745
"( e . g . , Kovar ) ,",745
"( for example , Kovar ) that",745
"( e . g . , Kovar ) .",745
MICRO USB 2,746
MICRO USB 2 . 0,746
MICRO USB 2 .,746
Scanning Electron Microscope ( SEM ) .,749
"Scanning Electron Microscopy ( SEM ) ,",749
Scanning Electron Microscope ( SEM ) The,749
"Scanning Electron Microscope ( SEM ) ,",749
Electron Microscopy ( SEM ) provided,749
SEM ( Scanning Electron Microscope ) .,749
"( SEM ) ,",749
SEM ( Scanning Electron Microscope ) is,749
Electron Microscopy ( SEM ) F,749
SEM,749
Electron Microscopy ( SEM ) and,749
SEM .,749
"Electron Microscopy ( SEM ) ,",749
Scanning Electron Microscope ( SEM ) was,749
Electron Microscopy ( SEM ) .,749
( SEM : Scanning Electron Microscope ) was,749
Scanning Electron Microscopy ( SEM ) and,749
PDU .,751
PDU,751
LC Power Distribution Units ( PDUs ) to,751
"( PCBM ) ,",754
PCBM,754
PCBM .,754
( CMP ) methods,755
( CMP ) method,755
Chemical Mechanical Polishing ( CMP ) method,755
Access Memory ( MRAM ) device,756
( MRAM ) devices,756
( MRAM ) device,756
Personal Digital Assistant ( PDA ) or,757
PDA .,757
Personal Digital Assistant ( PDA ) .,757
PDAs,757
Personal Digital Assistant ( PDA ) and,757
"Personal Digital Assistant ( PDA ) ,",757
"PDA ( Personal Digital Assistant ) ,",757
"( Personal Digital Assistant , PDA ) ,",757
"Personal Digital Assistants ( PDAs ) ,",757
PDA ( Personal Digital Assistant ) ;,757
PDA,757
"PDAs ( Personal Digital Assistants ) ,",757
"Personal Digital Assistants ( PDA ) ,",757
Personal Digital Assistant ( PDA ) device,757
United States Government,760
United States Government .,760
( CMTF ) .,761
CMTFs,761
CMTF,761
( SBC ) (,765
SBC,765
( SBC ) .,765
SBC .,765
SBCs,765
"( SBC ) ,",765
New York City,767
New York .,767
New York City .,767
New York,767
( TMDs ) .,768
TMD,768
( TMD ) may,768
TMDs,768
"( TMDs ) ,",768
Sigma - Aldrich Corporation,773
Sigma - Aldrich Co . LLC,773
"Sigma - Aldrich ( St . Louis , Mo . )",773
( Sigma Aldrich Corporation ) was,773
( Sigma - Aldrich ) .,773
( Aldrich ) in,773
"( Sigma Aldrich Co . , Ltd . ) and",773
( Aldrich ) was,773
( Sigma - Aldrich ) for,773
( Sigma Aldrich Corporation ) were,773
"Sigma - Aldrich ( St . Louis , Mo . ) .",773
Sigma - Aldrich Japan,773
"Aldrich - Sigma , Co",773
"( Sigma Aldrich ) ,",773
( Sigma - Aldrich ) and,773
( Sigma Aldrich Co . Ltd . ) were,773
"Sigma - Aldrich , Inc .",773
"Sigma - Aldrich Co . ( St . Louis , Mo . ) .",773
( Sigma Aldrich ) and,773
( Sigma - Aldrich ) was,773
Aldrich Chemical Company,773
Aldrich,773
Sigma - Aldrich Co .,773
"( Sigma Aldrich , USA ) as",773
Sigma - Aldrich Cat .,773
"Sigma - Aldrich ( St . Louis , Mo . , U . S . A . ) .",773
"Sigma - Aldrich Co . , Ltd .",773
Sigma Aldrich Corporation,773
Sigma - Aldrich Co . Ltd .,773
"( Sigma Aldrich Co . , Ltd . ) were",773
( Aldrich ) to,773
( Sigma - Aldrich ) in,773
"( Sigma - Aldrich , Durapore ) to",773
"Sigma - Aldrich Co . , LLC .",773
( Aldrich ) and,773
( Sigma Aldrich Corporation ) .,773
"Sigma - Aldrich ( St . Louis , Mo . , USA ) .",773
Sigma Aldrich,773
Sigma - Aldrich Co . LLC .,773
Sigma Aldrich .,773
( Sigma - Aldrich ) were,773
( Sigma Aldrich ) in,773
"( Sigma Aldrich Co . Ltd . ) ,",773
Aldrich .,773
Aldrich Co .,773
Aldrich Chemical Company Inc .,773
Sigma - Aldrich,773
"( Sigma Aldrich Co . , Ltd . ) .",773
( Sigma Aldrich Corporation ) to,773
Sigma - Aldrich Inc .,773
( Sigma Aldrich ) was,773
"( Aldrich Co . , Ltd . ) and",773
( Sigma Aldrich Co . Ltd . ) in,773
"( Sigma Aldrich Corporation ) ,",773
Sigma - Aldrich Chemical Company,773
"Aldrich - Sigma , Co .",773
( Sigma Aldrich Corporation ) and,773
Sigma - Aldrich .,773
"( Sigma - Aldrich ) ,",773
( Aldrich ) .,773
( Sigma Aldrich ) .,773
"( Aldrich ) ,",773
( Aldrich ) were,773
Aldrich Chemical Co .,773
SigmaAldrich,773
Sigma - Aldrich Company,773
( Aldrich ) are,773
( Sigma Aldrich ) to,773
( RFID ) tag,776
( RFID ) tags,776
Identification ( RFID ) tag,776
European Union,777
Europe .,777
European Union .,777
Europe,777
San Jose .,778
San Jose,778
San Jose Calif .,778
Surface Mount Technology ( SMT ) and,779
Surface Mount Technology ( SMT ) will,779
Surface Mount Technology ( SMT ) to,779
Mount Technology ( SMT ) during,779
Surface Mount Technology ( SMT ) can,779
SMT .,779
"Surface Mount Technology ( SMT ) ,",779
Surface Mount Technology ( SMT ) system,779
"( SMT , Surface Mounting Technology ) .",779
SMT ( Surface - Mount Technology ) type,779
Surface Mount Technology ( SMT ) .,779
SMT,779
Surface - Mount Technology ( SMT ) used,779
"Wireless Power Consortium ( WPC ) ,",782
Wireless Power Consortium ( WPC ) and,782
( WPC ) system,782
WPC .,782
( WPC ) standard,782
Wireless Power Consortium ( WPC ) standard,782
WPC,782
JavaScript®,783
JavaScript .,783
JavaScript™,783
JavaScript,783
( GEM ) ”,784
GEM,784
iCells,785
iCells .,785
iCell .,785
iCell ( s ) via,785
iCell,785
PGMEA .,786
"( also referred to as PGMEA ) ,",786
PGMEA,786
PCT Patent Application No .,788
International PCT Patent Application No .,788
VHDL,789
VHDL ( Very high speed integrated circuit Hardware Description Language ) .,789
"VHSIC Hardware Description Language ( VHDL ) , Verilog",789
VHDL .,789
Very High Speed Integrated Circuit Hardware Description Language ( VHDL ) or VERILOG .,789
Descriptor Language ( VHDL ) or,789
United States Patent and Trademark Office,791
U . S . Patent and Trademark Office ( USPTO ) on,791
U . S . Patent and Trademark Office,791
USPTO,791
"U . S . Patent and Trademark Office ( USPTO ) ,",791
United States Patent and Trademark Office ( USPTO ) and,791
USPTO .,791
US Patent and Trademark Office,791
TMOs,792
TMO,792
"( TMO ) ,",792
TMO .,792
Wireless Gateway .,793
Wireless Gateway,793
( HDPCVD ) or,794
CVD ( HDPCVD ) or,794
( HDPCVD ) and,794
"Deposition ( HDPCVD ) ,",794
CVD ( HDPCVD ) and,794
HDPCVD .,794
( HDPCVD ) .,794
"CVD ( HDPCVD ) ,",794
"( HDPCVD ) ,",794
Deposition ( HDPCVD ) process,794
HDPCVD,794
EV 102 .,795
EV 102,795
( STEM ) images,796
( STEM ) photographs,796
Transmission Electron Microscope ( STEM ) photographs,796
"( STEM ) ,",796
( STEM ) photograph,796
STEM .,796
STEM ( Scanning Transmission Electron Microscope ) photograph,796
( STEM ) image,796
( STEM ) of,796
Scanning Transmission Electron Microscope ( STEM ) photograph,796
( STEM ) .,796
STEM,796
SiARC,798
SiARC .,798
"( SiARC ) ,",798
( SiARC ) or,798
PCB 300 .,799
PCB 300,799
"Multi - Media Card ( MMC ) ,",800
"MultiMediaCard ( MMC ) ,",800
"Multimedia Card ( MMC ) ,",800
"Card ( MMC ) ,",800
MultiMedia Card ( MMC ) protocol,800
"MultiMedia Card ( MMC ) ,",800
Multi - Media Card ( MMC ) protocol,800
"( MMC ) ,",800
MMC,800
Inorganic Light Emitting Diode ( ILED ) displays,803
ILED,803
( ILED ) is,803
"( ILEDs ) ,",803
"( e . g . , ILED ) in",803
ILEDs,803
UNIX®,804
UNIX,804
UNIX™,804
UNIX Shell,804
( BiCS ) structure,805
Bit Cost Scalable ( BiCS ) architecture,805
Cost Scalable ( BiCS ) architecture,805
( BiCS ) architecture,805
BiCS,805
SNR .,806
"( SNR ) ,",806
Ratio ( SNR ) in,806
Ratio ( SNR ) is,806
Ratio ( SNR ) .,806
SNRs,806
SNR,806
"Ratio ( SNR ) ,",806
"( e . g . , particular SNRs ) ,",806
Rashba - Edelstein Effect,807
Rashba,807
Inverse Rashba - Edelstein Effect ( IREE ) and,807
Rashba - Edelstein ( IREE ) for,807
Rashba - Edelstein,807
Japanese Application JP2017,809
JP2017,809
"( PEMFC ) ,",810
PEMFCs,810
"Fuel Cell ( PEMFC ) ,",810
PEMFC,810
PEMFC .,810
EDLC .,811
( EDLC ) in,811
EDLC,811
"( EDLC ) ,",811
( EDLC ) is,811
( EDLCs ) to,811
( EDLC ) and,811
( EDLC ) .,811
( EDLCs ) or,811
"( e . g . , electric double - layer capacitor , EDLC ) .",811
EDLCs,811
Impedance Matching Network ( IMN ) circuit,812
IMN .,812
IMN,812
IMNs,812
Impedance Matching Network ( IMN ) is,812
( RMG ) processes,814
( RMG ) processing,814
( RMG ) process,814
Electro Magnetic Interference ( EMI ) filter,815
( EMI ) filters,815
( EMI ) filter,815
UFP,818
"( e . g . , UFP ) .",818
( or an UFP ) is,818
( UFP ) by,818
( UFP ) .,818
( UFP ) and,818
"( UFP ) ,",818
"( SiCOH ) ,",819
( SiCOH ) and,819
( SiCOH ) or,819
"( e . g . , SiCOH ) ,",819
SiCOH .,819
SiCOH,819
LIGBT .,822
LIGBT,822
( LIGBT ) structure,822
LIGBTs,822
Apple® iPhone®,824
iPhone® .,824
"( e . g . , iPhones® ) and",824
iPhone .,824
"( e . g . , an iPhone™ available by Apple Inc . ) ,",824
Apple iPhone .,824
iPhones,824
iPhone®,824
iPhone,824
Apple iPhones,824
iPhone™,824
Apple iPhones®,824
"Apple iPhone ( ™ ) ,",824
Apple iPhone,824
U . S . Patent Publication Number,825
U . S . Patent Publication Nos .,825
U . S . Patent Publication No .,825
MacEtch .,829
( MacEtch ) are,829
MacEtch,829
Patent Application JP2016,837
JP2016,837
Japanese Application JP2016,837
GDS,838
GDS .,838
Graphic Database System ( GDS ) file,838
( GDS ) file,838
Graphic Data System ( GDS ) file,838
( GDS ) .,838
Graphic Design System ( GDS ) file,838
INFORMATION,840
INFO,840
German Patent and Trade Mark Office,842
German Patent and Trademark Office,842
German Patent and Trademark Office .,842
EVs .,843
( EVs ) .,843
Electric Vehicles ( EVs ) and,843
EVs,843
"( EVs ) ,",843
IEDM,844
"Electron Devices Meeting ( IEDM ) ,",844
IEEE International Electron Devices Meeting ( IEDM ) (,844
( WPAN ) system,845
"( WPANs ) ,",845
WPAN .,845
Wireless Personal Area Network ( WPAN ) .,845
Wireless Personal Area Network ( WPAN ) applications,845
"802 . 15 ( WPANs ) ,",845
IEEE 802 . 15 WPAN,845
WPAN,845
"( WPAN ) ,",845
( WPAN ) .,845
( WPAN ) standard,845
AWS,849
Amazon Web Services ( AWS ) Simple Storage Service ( S3 ) .,849
( ASIC ) chips,851
Specific Integrated Circuit ( ASIC ) chip,851
Application - Specific Integrated Circuit ( ASIC ) chip,851
( ASIC ) chip,851
IC ( ASIC ) chip,851
GAAFET,853
( GAAFETs ) with,853
GAAFETs .,853
( GAAFET ) .,853
( GAAFETs ) .,853
GAAFETs,853
"( RFCVD ) ,",859
"CVD ( RFCVD ) ,",859
RFCVD,859
FeRAM,861
"( e . g . , FeRAM ) ,",861
( FeRAM ) cell,861
FeRAMs,861
"Memory ( FeRAM ) ,",861
RAM ( FeRAM ) using,861
"( e . g . , in the case of FeRAM ) .",861
ZIGBEE®,863
ZIGBEE,863
ZIGBEE® Alliance,863
Blu - ray disc,865
Blu - ray discs,865
( EDFA ) or,867
( EDFA ) module,867
EDFA .,867
EDFAs,867
( EDFAs ) .,867
"( EDFA ) ,",867
( EDFA ) .,867
EDFA,867
( EDFA ) and,867
"( EDFAs ) ,",867
( EDFA ) 42,867
"Event Data Recorder ( EDR ) ,",868
EDR .,868
( EDR ) where,868
EDR,868
JEDEC,870
JEDEC ( Joint Electronic Device Engineering Council ) on,870
Joint Electronic Device Engineering Council ( JEDEC ) .,870
JEDEC ( Joint Electron Device Engineering Council ) standard,870
( JEDEC ) standard,870
Joint Electron Device Engineering Council ( JEDEC ) standards,870
JEDEC .,870
Joint Electron Device Engineering Council ( JEDEC ) .,870
"Joint Electron Device Engineering Council ( JEDEC ) ,",870
Joint Electron Device Engineering Council ( JEDEC ) as,870
"Joint Electronic Device Engineering Council ( JEDEC ) ,",870
( JEDEC ) .,870
LSCF,871
"Cobalt Iron Oxide ( LSCF ) ,",871
Cadmium Zinc Telluride ( CZT ) tiles,872
CoZrTa ( CZT ) alloy,872
"( CZTS ) ,",872
"CoxZryTaz ( CZT ) ,",872
CZT,872
( RSEG ) in,873
RSEG,873
( RSEG ) .,873
Micro - Electro - Mechanical System ( MEMS ) microphone,875
Micro - Electro - Mechanical Systems ( MEMS ) microphone,875
( MEMS ) microphone,875
Micro Electrical - Mechanical System ( MEMS ) microphone,875
Micro Electro Mechanical System ( MEMS ) microphone,875
Deposition ( PECVD ) process,876
CVD ( PECVD ) process,876
( PECVD ) processes,876
( PECVD ) process,876
"Wako Pure Chemical Industries , Ltd . to",877
"( Wako Pure Chemical Industries , Ltd . ) ,",877
"Wako Pure Chemical Industries , Ltd .",877
"( Wako Pure Chemical Industries , Ltd . ) was",877
"( Wako Pure Chemical Industries , Ltd . ) and",877
"Wako Pure Chemical Industries , Ltd . ,",877
DuPont .,881
DuPont de Nemeours & Co .,881
( DuPont ) at,881
DuPont Corporation,881
DuPont,881
E . I . DuPont de Nemours and Company .,881
DuPont Inc .,881
( DFP ) and,882
"( e . g . , DFP ) and",882
( DFP ) may,882
DFP,882
SiPM,883
SiPMs .,883
( SiPMs ) .,883
SiPMs,883
( SiPM ) .,883
SiPM .,883
"( SiPM ) ,",883
( GPS ) devices,888
( GPS ) device,888
Global Positioning System ( GPS ) device,888
LiBF4,893
"( LiBF4 ) ,",893
LiBF4 .,893
MPEG,894
Moving Picture Experts Group ( MPEG ) are,894
( CMOS ) processes,895
Complementary Metal - Oxide - Semiconductor ( CMOS ) process,895
( CMOS ) process,895
( CMOS ) processing,895
"( Shin - Etsu Chemical Co . , Ltd . ) and",897
"( Shin - Etsu Chemical Co . , Ltd . ) ,",897
"Shin - Etsu Chemical Co . , Ltd .",897
SQL Server,898
( SQL ) structures,898
SQL .,898
"( SQL ) ,",898
SQL,898
( SQL ) or,898
No - SQL,899
NoSQL,899
Ruderman - Kittel - Kasuya - Yosida ( RKKY ) interaction,901
RKKY,901
Ruderman - Kittel - Kasuya - Yosida ( RKKY ) exchange,901
Ruderman - Kittel - Kasuya - Yosida ( RKKY ) coupling,901
RKKY ( Ruderman - Kittel - Kasuya - Yosida ) enabled,901
RKKY ( Ruderman - Kittel - Kasuya - Yosida ) interaction,901
Ruderman - Kittel - Kasuya - Yosida ( RKKY ),901
MagFETs,902
MOSFET ( MagFET ) is,902
MagFET .,902
MagFET,902
SiC MOSFETs,903
SiC MOSFETs .,903
SiC MOSFET .,903
SiC MOSFET,903
( IRPV ) windows,905
( IRPV ) window,905
IRPV,905
Hermite Gaussian,908
Hermite - Gaussian,908
Hermite Gaussian ( HG ) modes,908
Hermit - Gauss,908
Laguerre - Gauss,909
Laguerre Gaussian,909
Laguerre - Gaussian,909
Titanium Sapphire,910
Ti : Sapphire,910
Ti Sapphire,910
State Intellectual Property Office ( SIPO ) of,911
Chinese State Intellectual Property Office,911
State Intellectual Property Office of P . R . China,911
State Intellectual Property Office,911
State Intellectual Property Office of,911
China State Intellectual Property Office,911
State Intellectual Property Office of China,911
State Intellectual Property Office of People ' s Republic of China,911
USB Type - C plug,913
USB Type - C plugs,913
"STMicroeletronics , Inc .",916
"STMicroelectronics , Inc .",916
STMicroelectronics,916
STMicroelectronics .,916
"( Tokyo Chemical Industry Co . , Ltd . ) .",917
Tokyo Chemical Industry Co Ltd,917
"Tokyo Chemical Industry Co . , Ltd .",917
"Tokyo Electron Limited ( TEL ) ,",918
Tokyo Electron Limited,918
"Tokyo Electron , Ltd .",918
Tokyo Electron Limited .,918
"Tokyo Ohka Kogyo America , Inc .",919
"Tokyo Ohka Kogyo Co . , Ltd .",919
"Tokyo Oka Kogyo Co . , Ltd .",919
Tokyo Ohka Kogyo Co .,919
( manufactured by BASF SE ) Sol,921
( product of BASF SE ) was,921
"( all available from BASF Corporation ) ,",921
"( all manufactured by BASF SE ) ,",921
( manufactured by BASF Japan Ltd . ) *,921
( manufactured by BASF ) :,921
"( manufactured by BASF ) , Kayaset",921
( manufactured by BASF ) represented,921
"BASF Co . , Ltd .",922
"( BASF SE ) ,",922
BASF Corporation .,922
"( BASF Corporation ) ,",922
BASF AG,922
BASF Corporation,922
BASF SE,922
( DBR ) layer,923
( DBR ) layers,923
Distributed Bragg Reflector ( DBR ) layer,923
A2DP,929
Advanced Audio Distribution Profile ( A2DP ) to,929
Advanced Audio Distribution Profile ( A2DP ) may,929
"Advanced Audio Distribution Profile ( A2DP ) ,",929
Advanced Audio Distribution Protocol ( A2DP ) .,929
Advanced Audio Distribution Profile ( A2DP ) protocol,929
Color Rendering Index ( CRI ) .,932
( CRI ) as,932
( CRI ) is,932
CRI,932
Index ( CRI ) Ra,932
Color Rendering Index ( CRI ) properties,932
CDMA2000,934
"CDMA ( TD - SCDMA ) , CDMA2000",934
"Access - 2000 ( CDMA2000 ) ,",934
( RISC ) micro,935
Reduced Instruction Set Computer ( RISC ) micro,935
Co3O4 .,936
Co3O4,936
"( Co3O4 , produced by Wako Pure Chemical Industries , Ltd . ) were",936
"( Co3O4 , produced by Wako Pure Chemical Industries , Ltd . ) as",936
Universal Serial Bus ( USB ) port,937
( USB ) ports,937
Universal Serial Bus ( USB ) ports,937
( USB ) port,937
Moore ' s Law,938
Moore ' s Law .,938
"Digital Visual Interface ( DVI ) ,",940
"( DVI ) ,",940
DVI,940
Digital Visual Interface ( DVI ) port,940
Oxide Semiconductor ( LDMOS ) trans,942
( LDMOS ) trans,942
Direct Current ( DC ) power,944
Current ( DC ) power,944
( DC ) power,944
HTTPS .,945
"Hypertext Transfer Protocol ( HTTP ) ,",945
"( e . g . , HTTP ) .",945
Hypertext Transfer Protocol ( HTTP ) requests,945
HTTPs,945
HTTPS,945
HTTP .,945
HTTP,945
( HTTPS ) .,945
Hypertext Transfer Protocol ( HTTP ) or,945
Hypertext Transfer Protocol ( HTTP ) in,945
Data Center .,946
Data Centers,946
Data Center,946
FAA .,947
"Federal Aviation Administration ( FAA ) in the United States ,",947
Federal Aviation Administration ( FAA ) standards,947
FAA,947
JSR Corporation .,948
JSR Corporation,948
( JSR Corporation ) .,948
CVD ( SACVD ) process,949
CVD ( SACVD ) processes,949
U . S . Patent Application Publication,950
U . S . Patent Application Publications,950
AFCI .,953
( AFCI ) /,953
"( AFCI ) ,",953
AFCI,953
AFCIs,953
"Helium ( He ) ,",954
Helium .,954
Helium,954
"Silicate Glass ( BPSG ) ,",956
BPSG,956
Borophosphorosilicate Glass ( BPSG ) .,956
"Glass ( BPSG ) ,",956
BIOS,958
BIOS .,958
System ( BIOS ) or,958
( CMP ) steps,959
( CMP ) step,959
Chemical Mechanical Polishing ( CMP ) step,959
Chemical Mechanical Polish ( CMP ) step,959
( HRTEM ) image,961
HRTEM,961
( HRTEM ) images,961
Sodium Borohydride ( NaBH4 ) specifically,962
NaBH4 .,962
NaBH4,962
( AMHS ) that,963
AMHS,963
"Automated Material Handling System ( AMHS ) ,",963
( AMHS ) .,963
( AMHS ) have,963
AMHSs,963
AMHS .,963
"( AMHS ) ,",963
RS - 422,966
RS - 422 .,966
RS - 422 can,966
( like RS - 422 ) .,966
BTLE,967
Energy ( BTLE ) .,967
Energy ( BTLE ) to,967
Energy ( BTLE ) trans,967
( MRAM ) cell,968
( MRAM ) cells,968
Fremont Calif .,970
Fremont,970
Ketjenblack .,974
Ketjenblack ( KB ) and,974
Ketjenblack®,974
"( Ketjenblack ) ,",974
Ketjenblack,974
LRA,976
Actuators ( LRAs ) are,976
"Linear Resonant Actuators ( LRAs ) ,",976
LRA .,976
Linear Resonant Actuator ( LRA ) in,976
LRAs,976
"Linear Resonant Actuator ( LRA ) ,",976
CRAC .,978
( CRAC ) or,978
CRAC,978
Hertz ( Hz ) to,980
Hertz ( Hz ) for,980
Hertz .,980
Hertz,980
Hertz ( Hz ) or,980
"Hertz ( Hz ) ,",980
Hertz ( Hz ) .,980
Hertz ( Hz ) and,980
OLED1 .,981
( OLED1 ) may,981
OLED1,981
( OLED1 ) .,981
( 3D SICs ) having,982
3D SIC .,982
3D SIC,982
3D SICs,982
"( PLCC ) ,",984
PLCC,984
"Plastic Leaded Chip Carrier ( PLCC ) ,",984
Balun,986
Balun .,986
Baluns,986
AMAZON®,988
( AMAZON® ) .,988
AMAZON,988
"BLACK DIAMOND® ( Applied Materials of Santa Clara , Calif . ) ,",990
Black Diamond™ ( available from Applied Materials ) and,990
"Black Diamond® ( Applied Materials of Santa Clara , Calif . ) ,",990
"Black Diamond ( a registered trademark of Applied Materials ) ,",990
"BLACK DIAMOND ( a product of Applied Materials of Santa Clara , Calif . ) ,",990
Visual Basic,992
Visual Basic . NET,992
Visual Basic Script,992
Visual Basic®,992
Visual Basic™,992
Fourier Transform ( FT ) algorithm,996
Fourier Transform ( FT ) .,996
Fourier Transformation,996
Fourier Transform,996
Fourier Transform .,996
Fourier Transforms,996
Intel Corporation of America,999
Intel Corporation,999
Intel Corporation .,999
